"Name","cluster"
"MEAE_00000496","2"
"MEAE_00000495","1"
"MEAE_00000495","1"
"MEAE_00000495","1"
"MEAE_00000495","1"
"MEAE_00000500","1"
"MEAE_00000501","1"
"MEAE_00000503","2"
"MEAE_00000504","2"
"MEAE_00000505","2"
"MEAE_00000505","2"
"MEAE_00000505","2"
"MEAE_00000505","2"
"MEAE_00000505","2"
"MEAE_00000505","2"
"MEAE_00000505","2"
"MEAE_00000506","2"
"MEAE_00000507","2"
"MEAE_00000508","2"
"MEAE_00000508","2"
"MEAE_00000508","2"
"MEAE_00000509","2"
"MEAE_00000509","1"
"MEAE_00000512","2"
"MEAE_00000509","2"
"MEAE_00000509","2"
"MEAE_00000509","2"
"MEAE_00000509","2"
"MEAE_00000515","1"
"MEAE_00000509","1"
"MEAE_00000516","2"
"MEAE_00000509","2"
"MEAE_00000516","2"
"MEAE_00000509","2"
"MEAE_00000509","1"
"MEAE_00000517","1"
"MEAE_00000509","1"
"MEAE_00000517","1"
"MEAE_00000518","2"
"MEAE_00000509","2"
"MEAE_00000518","2"
"MEAE_00000509","2"
"MEAE_00000518","2"
"MEAE_00000509","2"
"MEAE_00000519","2"
"MEAE_00000509","2"
"MEAE_00000509","1"
"MEAE_00000509","1"
"MEAE_00000509","2"
"MEAE_00000509","2"
"MEAE_00000509","2"
"MEAE_00000509","2"
"MEAE_00000509","1"
"MEAE_00000509","2"
"MEAE_00000525","2"
"MEAE_00000526","2"
"MEAE_00000525","2"
"MEAE_00000526","2"
"MEAE_00000527","2"
"MEAE_00000527","1"
"MEAE_00000527","2"
"MEAE_00000529","1"
"MEAE_00000530","1"
"MEAE_00000529","2"
"MEAE_00000529","2"
"MEAE_00000529","2"
"MEAE_00000529","2"
"MEAE_00000529","1"
"MEAE_00000529","2"
"MEAE_00000531","2"
"MEAE_00000529","2"
"MEAE_00000531","2"
"MEAE_00000539","1"
"MEAE_00000539","1"
"MEAE_00000543","2"
"MEAE_00000543","2"
"MEAE_00000543","2"
"MEAE_00000546","2"
"MEAE_00000546","2"
"MEAE_00000547","1"
"MEAE_00000549","1"
"MEAE_00000549","1"
"MEAE_00000549","2"
"MEAE_00000551","2"
"MEAE_00000551","1"
"MEAE_00000556","2"
"MEAE_00000594","1"
"MEAE_00000594","2"
"MEAE_00000594","2"
"MEAE_00000594","2"
"MEAE_00000595","2"
"MEAE_00000596","2"
"MEAE_00000604","1"
"MEAE_00000607","1"
"MEAE_00000607","1"
"MEAE_00000607","1"
"MEAE_00000608","1"
"MEAE_00000608","2"
"MEAE_00000608","2"
"MEAE_00000608","2"
"MEAE_00000608","1"
"MEAE_00000608","1"
"MEAE_00000608","2"
"MEAE_00000609","1"
"MEAE_00000609","1"
"MEAE_00000609","2"
"MEAE_00000616","1"
"MEAE_00000615","1"
"MEAE_00000616","1"
"MEAE_00000615","1"
"MEAE_00000617","2"
"MEAE_00000617","2"
"MEAE_00000620","2"
"MEAE_00000623","2"
"MEAE_00000630","2"
"MEAE_00000630","2"
"MEAE_00000633","2"
"MEAE_00000635","2"
"MEAE_00000636","1"
"MEAE_00000636","1"
"MEAE_00000636","2"
"MEAE_00000636","1"
"MEAE_00000636","2"
"MEAE_00000638","2"
"MEAE_00000638","2"
"MEAE_00000638","2"
"MEAE_00000638","2"
"MEAE_00000638","2"
"MEAE_00000640","2"
"MEAE_00000638","2"
"MEAE_00000640","2"
"MEAE_00000638","2"
"MEAE_00000640","2"
"MEAE_00000638","2"
"MEAE_00000640","2"
"MEAE_00000638","2"
"MEAE_00000638","2"
"MEAE_00000638","2"
"MEAE_00000638","2"
"MEAE_00000638","2"
"MEAE_00000638","2"
"MEAE_00000643","2"
"MEAE_00000645","2"
"MEAE_00000648","1"
"MEAE_00000649","1"
"MEAE_00000652","2"
"MEAE_00000652","2"
"MEAE_00000652","1"
"MEAE_00000654","2"
"MEAE_00000655","2"
"MEAE_00000654","1"
"MEAE_00000655","1"
"MEAE_00000654","1"
"MEAE_00000654","1"
"MEAE_00000654","1"
"MEAE_00000654","1"
"MEAE_00000656","1"
"MEAE_00000656","2"
"MEAE_00000659","2"
"MEAE_00000666","1"
"MEAE_00000667","1"
"MEAE_00000666","1"
"MEAE_00000667","1"
"MEAE_00000666","1"
"MEAE_00000667","1"
"MEAE_00000666","1"
"MEAE_00000667","1"
"MEAE_00000672","1"
"MEAE_00000673","1"
"MEAE_00000672","1"
"MEAE_00000672","1"
"MEAE_00000672","2"
"MEAE_00000676","2"
"MEAE_00000681","2"
"MEAE_00000681","2"
"MEAE_00000681","2"
"MEAE_00000681","2"
"MEAE_00000681","2"
"MEAE_00000682","2"
"MEAE_00000682","2"
"MEAE_00000682","2"
"MEAE_00000682","2"
"MEAE_00000684","2"
"MEAE_00000682","2"
"MEAE_00000684","2"
"MEAE_00000682","2"
"MEAE_00000686","1"
"MEAE_00000687","2"
"MEAE_00000686","2"
"MEAE_00000693","2"
"MEAE_00000698","1"
"MEAE_00000702","1"
"MEAE_00000705","2"
"MEAE_00000705","1"
"MEAE_00000705","2"
"MEAE_00000706","1"
"MEAE_00000706","1"
"MEAE_00000706","1"
"MEAE_00000706","2"
"MEAE_00000706","2"
"MEAE_00000706","2"
"MEAE_00000706","2"
"MEAE_00000706","2"
"MEAE_00000706","2"
"MEAE_00000706","2"
"MEAE_00000706","1"
"MEAE_00000706","2"
"MEAE_00000706","2"
"MEAE_00000710","2"
"MEAE_00000706","2"
"MEAE_00000710","2"
"MEAE_00000706","1"
"MEAE_00000710","1"
"MEAE_00000706","1"
"MEAE_00000710","1"
"MEAE_00000706","2"
"MEAE_00000710","2"
"MEAE_00000706","1"
"MEAE_00000710","1"
"MEAE_00000706","1"
"MEAE_00000710","1"
"MEAE_00000706","1"
"MEAE_00000710","1"
"MEAE_00000711","2"
"MEAE_00000711","2"
"MEAE_00000712","2"
"MEAE_00000717","2"
"MEAE_00000717","2"
"MEAE_00000717","2"
"MEAE_00000718","2"
"MEAE_00000717","2"
"MEAE_00000718","2"
"MEAE_00000723","2"
"MEAE_00000723","1"
"MEAE_00000728","2"
"MEAE_00000732","2"
"MEAE_00000733","2"
"MEAE_00000732","2"
"MEAE_00000734","2"
"MEAE_00000732","1"
"MEAE_00000734","1"
"MEAE_00000732","1"
"MEAE_00000732","2"
"MEAE_00000735","2"
"MEAE_00000732","2"
"MEAE_00000735","2"
"MEAE_00000732","2"
"MEAE_00000735","2"
"MEAE_00000732","2"
"MEAE_00000735","2"
"MEAE_00000732","2"
"MEAE_00000735","2"
"MEAE_00000732","2"
"MEAE_00000738","1"
"MEAE_00000739","1"
"MEAE_00000739","1"
"MEAE_00000740","2"
"MEAE_00000741","2"
"MEAE_00000740","1"
"MEAE_00000740","2"
"MEAE_00000745","2"
"MEAE_00000745","2"
"MEAE_00000745","1"
"MEAE_00000760","2"
"MEAE_00000758","2"
"MEAE_00000760","2"
"MEAE_00000758","2"
"MEAE_00000762","2"
"MEAE_00000762","2"
"MEAE_00000763","2"
"MEAE_00000762","2"
"MEAE_00000763","2"
"MEAE_00000770","2"
"MEAE_00000770","1"
"MEAE_00000770","1"
"MEAE_00000770","1"
"MEAE_00000770","1"
"MEAE_00000772","1"
"MEAE_00000770","2"
"MEAE_00000774","1"
"MEAE_00000774","1"
"MEAE_00000774","1"
"MEAE_00000774","2"
"MEAE_00000774","1"
"MEAE_00000774","2"
"MEAE_00000774","1"
"MEAE_00000774","1"
"MEAE_00000780","2"
"MEAE_00000783","2"
"MEAE_00000783","2"
"MEAE_00000784","1"
"MEAE_00000785","1"
"MEAE_00000785","1"
"MEAE_00000785","1"
"MEAE_00000788","1"
"MEAE_00000788","1"
"MEAE_00000788","2"
"MEAE_00000793","1"
"MEAE_00000793","1"
"MEAE_00000800","1"
"MEAE_00000805","1"
"MEAE_00000805","1"
"MEAE_00000821","1"
