#category	term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
UniProt Keywords	KW-0418	Kinase	14	688	0.54	0.44	0.0090	8049.ENSGMOP00000000192,8049.ENSGMOP00000000741,8049.ENSGMOP00000003952,8049.ENSGMOP00000004042,8049.ENSGMOP00000004055,8049.ENSGMOP00000006558,8049.ENSGMOP00000010431,8049.ENSGMOP00000010933,8049.ENSGMOP00000013403,8049.ENSGMOP00000014980,8049.ENSGMOP00000016451,8049.ENSGMOP00000016798,8049.ENSGMOP00000019274,8049.ENSGMOP00000020136	ENSGMOP00000000192,ENSGMOP00000000741,ENSGMOP00000003952,ENSGMOP00000004042,ENSGMOP00000004055,ENSGMOP00000006558,ENSGMOP00000010431,ENSGMOP00000010933,ENSGMOP00000013403,ENSGMOP00000014980,ENSGMOP00000016451,ENSGMOP00000016798,PIP5K1A,ENSGMOP00000020136
UniProt Keywords	KW-0808	Transferase	21	1431	0.39	0.4	0.0092	8049.ENSGMOP00000000192,8049.ENSGMOP00000000741,8049.ENSGMOP00000003381,8049.ENSGMOP00000003952,8049.ENSGMOP00000004042,8049.ENSGMOP00000004055,8049.ENSGMOP00000006481,8049.ENSGMOP00000006558,8049.ENSGMOP00000007861,8049.ENSGMOP00000008916,8049.ENSGMOP00000009364,8049.ENSGMOP00000010431,8049.ENSGMOP00000010933,8049.ENSGMOP00000012819,8049.ENSGMOP00000013403,8049.ENSGMOP00000013726,8049.ENSGMOP00000014980,8049.ENSGMOP00000016451,8049.ENSGMOP00000016798,8049.ENSGMOP00000019274,8049.ENSGMOP00000020136	ENSGMOP00000000192,ENSGMOP00000000741,ENSGMOP00000003381,ENSGMOP00000003952,ENSGMOP00000004042,ENSGMOP00000004055,ENSGMOP00000006481,ENSGMOP00000006558,ENSGMOP00000007861,ENSGMOP00000008916,ENSGMOP00000009364,ENSGMOP00000010431,ENSGMOP00000010933,ENSGMOP00000012819,ENSGMOP00000013403,ENSGMOP00000013726,ENSGMOP00000014980,ENSGMOP00000016451,ENSGMOP00000016798,PIP5K1A,ENSGMOP00000020136
UniProt Keywords	KW-0067	ATP-binding	17	1056	0.43	0.39	0.0125	8049.ENSGMOP00000000192,8049.ENSGMOP00000000741,8049.ENSGMOP00000003506,8049.ENSGMOP00000004042,8049.ENSGMOP00000006558,8049.ENSGMOP00000009057,8049.ENSGMOP00000010431,8049.ENSGMOP00000011826,8049.ENSGMOP00000012148,8049.ENSGMOP00000013403,8049.ENSGMOP00000014980,8049.ENSGMOP00000016451,8049.ENSGMOP00000016798,8049.ENSGMOP00000017545,8049.ENSGMOP00000019274,8049.ENSGMOP00000020324,8049.ENSGMOP00000021060	ENSGMOP00000000192,ENSGMOP00000000741,ENSGMOP00000003506,ENSGMOP00000004042,ENSGMOP00000006558,ENSGMOP00000009057,ENSGMOP00000010431,ENSGMOP00000011826,EIF2AK4,ENSGMOP00000013403,ENSGMOP00000014980,ENSGMOP00000016451,ENSGMOP00000016798,ENSGMOP00000017545,PIP5K1A,ENSGMOP00000020324,ENSGMOP00000021060
UniProt Keywords	KW-0829	Tyrosine-protein kinase	5	89	0.98	0.48	0.0135	8049.ENSGMOP00000000192,8049.ENSGMOP00000004042,8049.ENSGMOP00000013403,8049.ENSGMOP00000016451,8049.ENSGMOP00000016798	ENSGMOP00000000192,ENSGMOP00000004042,ENSGMOP00000013403,ENSGMOP00000016451,ENSGMOP00000016798
UniProt Keywords	KW-0805	Transcription regulation	9	398	0.58	0.37	0.0264	8049.ENSGMOP00000000295,8049.ENSGMOP00000005051,8049.ENSGMOP00000006025,8049.ENSGMOP00000015513,8049.ENSGMOP00000015608,8049.ENSGMOP00000017194,8049.ENSGMOP00000017484,8049.ENSGMOP00000018777,8049.ENSGMOP00000020924	ENSGMOP00000000295,ENSGMOP00000005051,ENSGMOP00000006025,ENSGMOP00000015513,ENSGMOP00000015608,nr2e1,ENSGMOP00000017484,ENSGMOP00000018777,ENSGMOP00000020924
UniProt Keywords	KW-0424	Laminin EGF-like domain	3	33	1.19	0.38	0.0427	8049.ENSGMOP00000003483,8049.ENSGMOP00000005306,8049.ENSGMOP00000016347	LAMA3,ENSGMOP00000005306,ENSGMOP00000016347
UniProt Keywords	KW-0675	Receptor	12	732	0.44	0.3	0.0462	8049.ENSGMOP00000000192,8049.ENSGMOP00000004042,8049.ENSGMOP00000005232,8049.ENSGMOP00000006025,8049.ENSGMOP00000011775,8049.ENSGMOP00000013403,8049.ENSGMOP00000015513,8049.ENSGMOP00000016451,8049.ENSGMOP00000016798,8049.ENSGMOP00000017025,8049.ENSGMOP00000017194,8049.ENSGMOP00000020924	ENSGMOP00000000192,ENSGMOP00000004042,ENSGMOP00000005232,ENSGMOP00000006025,ENSGMOP00000011775,ENSGMOP00000013403,ENSGMOP00000015513,ENSGMOP00000016451,ENSGMOP00000016798,ENSGMOP00000017025,nr2e1,ENSGMOP00000020924
SMART	SM00146	Phosphoinositide 3-kinase, catalytic domain	4	19	1.55	0.6	0.0068	8049.ENSGMOP00000000741,8049.ENSGMOP00000004055,8049.ENSGMOP00000010431,8049.ENSGMOP00000014980	ENSGMOP00000000741,ENSGMOP00000004055,ENSGMOP00000010431,ENSGMOP00000014980
SMART	SM00119	Domain Homologous to E6-AP Carboxyl Terminus with	4	30	1.35	0.49	0.0170	8049.ENSGMOP00000003381,8049.ENSGMOP00000006481,8049.ENSGMOP00000007861,8049.ENSGMOP00000008916	ENSGMOP00000003381,ENSGMOP00000006481,ENSGMOP00000007861,ENSGMOP00000008916
SMART	SM00314	Ras association (RalGDS/AF-6) domain	4	31	1.34	0.49	0.0170	8049.ENSGMOP00000000394,8049.ENSGMOP00000009057,8049.ENSGMOP00000014732,8049.ENSGMOP00000021060	ENSGMOP00000000394,ENSGMOP00000009057,ENSGMOP00000014732,ENSGMOP00000021060
SMART	SM00033	Calponin homology domain	5	73	1.06	0.46	0.0179	8049.ENSGMOP00000003911,8049.ENSGMOP00000005796,8049.ENSGMOP00000006664,8049.ENSGMOP00000020283,8049.ENSGMOP00000020964	ENSGMOP00000003911,ENSGMOP00000005796,ENSGMOP00000006664,ENSGMOP00000020283,ENSGMOP00000020964
SMART	SM00001	EGF domain, unclasssified subfamily	5	83	1.01	0.42	0.0254	8049.ENSGMOP00000003483,8049.ENSGMOP00000004711,8049.ENSGMOP00000005306,8049.ENSGMOP00000016347,8049.ENSGMOP00000017523	LAMA3,ENSGMOP00000004711,ENSGMOP00000005306,ENSGMOP00000016347,ENSGMOP00000017523
SMART	SM00136	Laminin N-terminal domain (domain VI)	3	18	1.45	0.43	0.0300	8049.ENSGMOP00000003483,8049.ENSGMOP00000005306,8049.ENSGMOP00000016347	LAMA3,ENSGMOP00000005306,ENSGMOP00000016347
SMART	SM00261	Furin-like repeats	3	21	1.38	0.41	0.0339	8049.ENSGMOP00000000192,8049.ENSGMOP00000013403,8049.ENSGMOP00000016451	ENSGMOP00000000192,ENSGMOP00000013403,ENSGMOP00000016451
SMART	SM00384	DNA binding domain with preference for A/T rich regions	3	20	1.4	0.41	0.0339	8049.ENSGMOP00000005360,8049.ENSGMOP00000009364,8049.ENSGMOP00000011363	ENSGMOP00000005360,ENSGMOP00000009364,ENSGMOP00000011363
