"Name","cluster"
"MEAE_00000710","1"
"MEAE_00000706","1"
"MEAE_00000710","1"
"MEAE_00000706","2"
"MEAE_00000710","2"
"MEAE_00000706","2"
"MEAE_00000710","2"
"MEAE_00000706","2"
"MEAE_00000710","2"
"MEAE_00000706","2"
"MEAE_00000710","2"
"MEAE_00000706","2"
"MEAE_00000710","2"
"MEAE_00000706","2"
"MEAE_00000710","2"
"MEAE_00000706","2"
"MEAE_00000710","2"
"MEAE_00000706","2"
"MEAE_00000710","2"
"MEAE_00000717","1"
"MEAE_00000717","2"
"MEAE_00000718","2"
"MEAE_00000717","1"
"MEAE_00000718","1"
"MEAE_00000717","1"
"MEAE_00000718","1"
"MEAE_00000723","1"
"MEAE_00000728","1"
"MEAE_00000727","1"
"MEAE_00000732","1"
"MEAE_00000728","1"
"MEAE_00000732","2"
"MEAE_00000734","2"
"MEAE_00000732","1"
"MEAE_00000734","1"
"MEAE_00000732","1"
"MEAE_00000734","1"
"MEAE_00000732","1"
"MEAE_00000735","1"
"MEAE_00000732","2"
"MEAE_00000732","2"
"MEAE_00000732","2"
"MEAE_00000740","2"
"MEAE_00000740","2"
"MEAE_00000740","1"
"MEAE_00000745","1"
"MEAE_00000745","1"
"MEAE_00000760","1"
"MEAE_00000758","1"
"MEAE_00000760","1"
"MEAE_00000760","1"
"MEAE_00000762","1"
"MEAE_00000762","1"
"MEAE_00000763","1"
"MEAE_00000762","1"
"MEAE_00000763","1"
"MEAE_00000762","1"
"MEAE_00000763","1"
"MEAE_00000762","1"
"MEAE_00000763","1"
"MEAE_00000770","2"
"MEAE_00000770","2"
"MEAE_00000770","1"
"MEAE_00000770","1"
"MEAE_00000770","1"
"MEAE_00000770","1"
"MEAE_00000774","2"
"MEAE_00000774","1"
"MEAE_00000774","2"
"MEAE_00000780","1"
"MEAE_00000783","1"
"MEAE_00000783","1"
"MEAE_00000785","2"
"MEAE_00000785","2"
"MEAE_00000785","2"
"MEAE_00000788","1"
"MEAE_00000793","2"
"MEAE_00000805","2"
"MEAE_00000805","2"
"MEAE_00000809","2"
"MEAE_00000805","2"
"MEAE_00000811","2"
"MEAE_00000814","2"
"MEAE_00000821","1"
"MEAE_00000814","1"
"MEAE_00000821","2"
"MEAE_00000814","2"
"MEAE_00000814","1"
"MEAE_00000822","1"
"MEAE_00000814","2"
"MEAE_00000822","2"
"MEAE_00000823","2"
"MEAE_00000823","2"
"MEAE_00000830","2"
"MEAE_00000831","2"
"MEAE_00000831","2"
"MEAE_00000838","2"
"MEAE_00000840","2"
"MEAE_00000842","2"
"MEAE_00000840","1"
"MEAE_00000842","1"
"MEAE_00000840","1"
"MEAE_00000842","1"
"MEAE_00000840","1"
"MEAE_00000842","1"
"MEAE_00000840","2"
"MEAE_00000842","2"
"MEAE_00000843","2"
"MEAE_00000843","2"
"MEAE_00000843","1"
"MEAE_00000853","1"
"MEAE_00000852","1"
"MEAE_00000857","1"
"MEAE_00000857","1"
"MEAE_00000857","1"
"MEAE_00000861","1"
"MEAE_00000861","1"
"MEAE_00000863","1"
"MEAE_00000865","1"
"MEAE_00000865","1"
"MEAE_00000865","1"
"MEAE_00000872","1"
"MEAE_00000873","1"
"MEAE_00000877","2"
"MEAE_00000878","2"
"MEAE_00000878","1"
"MEAE_00000878","1"
"MEAE_00000878","1"
"MEAE_00000878","1"
"MEAE_00000881","1"
"MEAE_00000883","1"
"MEAE_00000881","1"
"MEAE_00000881","2"
"MEAE_00000881","1"
"MEAE_00000881","1"
"MEAE_00000884","1"
"MEAE_00000881","2"
"MEAE_00000884","2"
"MEAE_00000881","1"
"MEAE_00000881","1"
"MEAE_00000887","2"
"MEAE_00000905","2"
"MEAE_00000907","1"
"MEAE_00000906","1"
"MEAE_00000907","1"
"MEAE_00000906","1"
"MEAE_00000907","1"
"MEAE_00000906","1"
"MEAE_00000907","1"
"MEAE_00000906","1"
"MEAE_00000907","1"
"MEAE_00000906","1"
"MEAE_00000907","1"
"MEAE_00000906","1"
"MEAE_00000907","1"
"MEAE_00000906","1"
"MEAE_00000907","2"
"MEAE_00000906","2"
"MEAE_00000907","1"
"MEAE_00000906","1"
"MEAE_00000907","1"
"MEAE_00000906","1"
"MEAE_00000907","1"
"MEAE_00000906","1"
"MEAE_00000907","1"
"MEAE_00000906","1"
"MEAE_00000907","1"
"MEAE_00000907","1"
"MEAE_00000908","1"
"MEAE_00000910","2"
"MEAE_00000910","2"
"MEAE_00000911","1"
"MEAE_00000911","1"
"MEAE_00000911","1"
"MEAE_00000913","2"
"MEAE_00000914","2"
"MEAE_00000913","2"
"MEAE_00000914","2"
"MEAE_00000913","2"
"MEAE_00000914","2"
"MEAE_00000919","1"
"MEAE_00000918","1"
"MEAE_00000923","1"
"MEAE_00000925","2"
"MEAE_00000925","2"
"MEAE_00000926","1"
"MEAE_00000926","1"
"MEAE_00000926","1"
"MEAE_00000929","2"
"MEAE_00000929","1"
"MEAE_00000929","1"
"MEAE_00000929","1"
"MEAE_00000929","1"
"MEAE_00000929","1"
"MEAE_00000936","1"
"MEAE_00000937","1"
"MEAE_00000936","1"
"MEAE_00000937","1"
"MEAE_00000936","1"
"MEAE_00000937","1"
"MEAE_00000944","1"
"MEAE_00000945","1"
"MEAE_00000946","1"
"MEAE_00000947","1"
"MEAE_00000960","2"
"MEAE_00000961","2"
"MEAE_00000960","2"
"MEAE_00000961","2"
"MEAE_00000960","1"
"MEAE_00000961","1"
"MEAE_00000962","1"
"MEAE_00000978","1"
"MEAE_00000983","1"
"MEAE_00000992","1"
"MEAE_00000991","1"
"MEAE_00000992","1"
"MEAE_00000991","1"
"MEAE_00000994","1"
"MEAE_00000994","1"
"MEAE_00000994","1"
"MEAE_00001011","1"
"MEAE_00001017","2"
"MEAE_00001019","2"
"MEAE_00001021","1"
"MEAE_00001024","1"
"MEAE_00001025","1"
"MEAE_00001025","2"
"MEAE_00001027","1"
"MEAE_00001032","2"
"MEAE_00001037","1"
"MEAE_00001037","1"
